ENSG00000101096	NFATC2	SRX21431890
ENSG00000101096	NFATC2	SRX21431891
ENSG00000169957	ZNF768	SRX3797277
ENSG00000169957	ZNF768	SRX3797278
ENSG00000071794	HLTF	SRX2423431
ENSG00000071794	HLTF	SRX2423430
ENSG00000135457	TFCP2	SRX10478477
ENSG00000135457	TFCP2	SRX10478476
ENSG00000131196	NFATC1	SRX190235
ENSG00000131196	NFATC1	SRX3279751
ENSG00000131196	NFATC1	SRX4345360
ENSG00000131196	NFATC1	SRX4345361
ENSG00000174197	MGA	SRX3322716
ENSG00000174197	MGA	SRX3322715
ENSG00000101057	MYBL2	SRX3322027
ENSG00000101057	MYBL2	SRX3322026
ENSG00000131931	THAP1	SRX100453
